id_participant,id_onesignal,api_phone_survey_url,api_read_key,api_read_url,api_watch_survey_url,api_write_key,api_write_url,app_bundle_build_number,app_bundle_build_version,app_bundle_name,app_one_signal_app_id,location_change,pss_reminder_days,pss_reminder_enabled,pss_reminder_time,q_clothing_color,q_clothing_insulation,q_clothing_material,q_comfort_behavioral,q_comfort_heatintensity,q_comfort_heatstress,q_comfort_heatsymptoms,q_comfort_humidity,q_comfort_ind-activity,q_comfort_out-activity,q_comfort_preference,q_comfort_sensation,q_comfort_sun,q_comfort_sun_a,q_comfort_sun_b,q_comfort_wind,q_environment_shade,q_general_location_area,q_general_location_change,q_general_location_envi,q_indoor_condition,si_ios_version,si_iphone_battery_charge_state,si_iphone_cellular_signal_strength,si_iphone_device_id,si_iphone_location_service_enabled,si_iphone_low_battery_mode_enabled,si_iphone_model,si_iphone_wifi_signal_strength,si_watch_battery_charge_state,si_watch_cellular_signal_strength,si_watch_connected_to_phone,si_watch_device_id,si_watch_location_service_enabled,si_watch_model,si_watch_wifi_signal_strength,si_watchos_version,timestamp_lambda,transmit_trigger,ts_HRV,ts_HRV_lambda,ts_HRV_trigger,ts_altitude,ts_altitude_lambda,ts_altitude_trigger,ts_audio_exposure_environment,ts_audio_exposure_environment_lambda,ts_audio_exposure_environment_trigger,ts_heart_rate,ts_heart_rate_lambda,ts_heart_rate_trigger,ts_latitude,ts_latitude_lambda,ts_latitude_trigger,ts_location_accuracy_horizontal,ts_location_accuracy_vertical,ts_location_acquisition_method,ts_location_floor,ts_location_source_device,ts_longitude,ts_longitude_lambda,ts_longitude_trigger,ts_oxygen_saturation,ts_oxygen_saturation_lambda,ts_oxygen_saturation_trigger,ts_resting_heart_rate,ts_resting_heart_rate_lambda,ts_resting_heart_rate_trigger,ts_sleep_in_bed,ts_sleep_in_bed_lambda,ts_sleep_in_bed_trigger,ts_stand_time,ts_stand_time_lambda,ts_stand_time_trigger,ts_step_count,ts_step_count_lambda,ts_step_count_trigger,ts_timestamp_location,ts_walking_distance,ts_walking_distance_lambda,ts_walking_distance_trigger,ws_HRV,ws_HRV_lambda,ws_HRV_trigger,ws_altitude,ws_altitude_lambda,ws_altitude_trigger,ws_audio_exposure_environment,ws_audio_exposure_environment_lambda,ws_audio_exposure_environment_trigger,ws_heart_rate,ws_heart_rate_lambda,ws_heart_rate_trigger,ws_latitude,ws_latitude_lambda,ws_latitude_trigger,ws_location_accuracy_horizontal,ws_location_accuracy_vertical,ws_location_acquisition_method,ws_location_floor,ws_location_source_device,ws_longitude,ws_longitude_lambda,ws_longitude_trigger,ws_oxygen_saturation,ws_oxygen_saturation_lambda,ws_oxygen_saturation_trigger,ws_resting_heart_rate,ws_resting_heart_rate_lambda,ws_resting_heart_rate_trigger,ws_sleep_in_bed,ws_sleep_in_bed_lambda,ws_sleep_in_bed_trigger,ws_stand_time,ws_stand_time_lambda,ws_stand_time_trigger,ws_step_count,ws_step_count_lambda,ws_step_count_trigger,ws_survey_count,ws_survey_count_lambda,ws_survey_count_trigger,ws_timestamp_location,ws_timestamp_start,ws_walking_distance,ws_walking_distance_lambda,ws_walking_distance_trigger,wss_goal,wss_participation_days,wss_participation_time_end,wss_participation_time_start,wss_reminder_enabeled,wss_reminder_interval,wss_time_out,wss_title
esse00,940ec978-94ae-4e9d-a2b4-845e29892fab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-18T01:27:32.308796Z,application_appear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.2387464980284,2024-01-18T01:27:32.308796Z,application_appear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse00,940ec978-94ae-4e9d-a2b4-845e29892fab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-18T11:17:19.087811Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,2024-01-18T11:17:19.087811Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,2024-01-18T02:20:16.015145Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,
esse00,940ec978-94ae-4e9d-a2b4-845e29892fab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-18T01:27:32.362975Z,application_appear,,,,,,,,,,63.0,2024-01-18T01:27:32.362975Z,application_appear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse00,940ec978-94ae-4e9d-a2b4-845e29892fab,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-18T00:55:48.032699Z,location_change,,,,30.0,2024-01-18T00:55:48.032699Z,location_change,,,,,,,1.2972901231494864,2024-01-18T00:55:48.032699Z,location_change,48.0,19.0,GPS,0.0,iPhone,103.77086613461084,2024-01-18T00:55:48.032699Z,location_change,,,,,,,,,,,,,,,,2024-01-18T08:55:47.876+0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse00,940ec978-94ae-4e9d-a2b4-845e29892fab,https://forms.gle/BGGJ8es2fz4uvmFc7,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://at6x6b7v54hmoki6dlyew72csq0ihxrn.lambda-url.ap-southeast-1.on.aws,https://raw.githubusercontent.com/buds-lab/calma-esse-heat-stress-public/main/ws_outdoor_comfort/240111_ws_outdoor_comfort.json,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://43cb5nnwe3mejojyftbuaow4640nsrnd.lambda-url.ap-southeast-1.on.aws,3.0.1,7.0,app.cozie.ios,17d346bf-bfe5-4422-be96-2a8e4ae4cc3d,,"Mo,Tu,We,Th,Fr,Sa,Su",False,19:50,,,,,,,,,,,,,,,,,,,,,,16.7.2,-100.0,0.0,086215A7-F018-467E-9491-9153C73B7CF5,False,False,iPhone,0.0,0.0,0.0,False,,False,,0.0,,2024-01-18T00:55:48.281049Z,app_change_settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,"Mo,Tu,We,Th,Fr,Sa,Su",18:00,09:00,True,120.0,55.0,Weather (short)
esse00,940ec978-94ae-4e9d-a2b4-845e29892fab,https://forms.gle/BGGJ8es2fz4uvmFc7,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://at6x6b7v54hmoki6dlyew72csq0ihxrn.lambda-url.ap-southeast-1.on.aws,https://raw.githubusercontent.com/buds-lab/calma-esse-heat-stress-public/main/ws_outdoor_comfort/240111_ws_outdoor_comfort.json,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://43cb5nnwe3mejojyftbuaow4640nsrnd.lambda-url.ap-southeast-1.on.aws,3.0.1,7.0,app.cozie.ios,17d346bf-bfe5-4422-be96-2a8e4ae4cc3d,,"Mo,Tu,We,Th,Fr,Sa,Su",False,19:50,,,,,,,,,,,,,,,,,,,,,,16.7.2,-100.0,0.0,086215A7-F018-467E-9491-9153C73B7CF5,False,False,iPhone,0.0,0.0,0.0,False,,False,,0.0,,2024-01-18T00:55:53.719986Z,app_change_settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,"Mo,Tu,We,Th,Fr,Sa,Su",18:00,09:00,True,120.0,55.0,Weather (short)
esse00,940ec978-94ae-4e9d-a2b4-845e29892fab,https://forms.gle/BGGJ8es2fz4uvmFc7,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://at6x6b7v54hmoki6dlyew72csq0ihxrn.lambda-url.ap-southeast-1.on.aws,https://raw.githubusercontent.com/buds-lab/calma-esse-heat-stress-public/main/ws_outdoor_comfort/240111_ws_outdoor_comfort.json,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://43cb5nnwe3mejojyftbuaow4640nsrnd.lambda-url.ap-southeast-1.on.aws,3.0.1,7.0,app.cozie.ios,17d346bf-bfe5-4422-be96-2a8e4ae4cc3d,,"Mo,Tu,We,Th,Fr,Sa,Su",False,19:50,,,,,,,,,,,,,,,,,,,,,,16.7.2,-100.0,0.0,086215A7-F018-467E-9491-9153C73B7CF5,False,False,iPhone,0.0,0.0,0.0,False,,False,,0.0,,2024-01-18T00:56:01.475277Z,app_change_settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,"Mo,Tu,We,Th,Fr,Sa,Su",18:00,09:00,True,120.0,55.0,Weather (short)
esse00,940ec978-94ae-4e9d-a2b4-845e29892fab,https://forms.gle/BGGJ8es2fz4uvmFc7,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://at6x6b7v54hmoki6dlyew72csq0ihxrn.lambda-url.ap-southeast-1.on.aws,https://raw.githubusercontent.com/buds-lab/calma-esse-heat-stress-public/main/ws_outdoor_comfort/240111_ws_outdoor_comfort.json,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://43cb5nnwe3mejojyftbuaow4640nsrnd.lambda-url.ap-southeast-1.on.aws,3.0.1,7.0,app.cozie.ios,17d346bf-bfe5-4422-be96-2a8e4ae4cc3d,,"Mo,Tu,We,Th,Fr,Sa,Su",False,19:50,,,,,,,,,,,,,,,,,,,,,,16.7.2,-100.0,0.0,086215A7-F018-467E-9491-9153C73B7CF5,False,False,iPhone,0.0,0.0,0.0,False,,False,,0.0,,2024-01-18T00:56:02.535532Z,app_change_settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,"Mo,Tu,We,Th,Fr,Sa,Su",18:00,09:00,True,120.0,55.0,Weather (short)
esse00,940ec978-94ae-4e9d-a2b4-845e29892fab,https://forms.gle/BGGJ8es2fz4uvmFc7,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://at6x6b7v54hmoki6dlyew72csq0ihxrn.lambda-url.ap-southeast-1.on.aws,https://raw.githubusercontent.com/buds-lab/calma-esse-heat-stress-public/main/ws_outdoor_comfort/240111_ws_outdoor_comfort.json,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://43cb5nnwe3mejojyftbuaow4640nsrnd.lambda-url.ap-southeast-1.on.aws,3.0.1,7.0,app.cozie.ios,17d346bf-bfe5-4422-be96-2a8e4ae4cc3d,,"Mo,Tu,We,Th,Fr,Sa,Su",False,19:50,,,,,,,,,,,,,,,,,,,,,,16.7.2,-100.0,0.0,086215A7-F018-467E-9491-9153C73B7CF5,False,False,iPhone,0.0,0.0,0.0,False,,False,,0.0,,2024-01-18T00:56:03.276970Z,app_change_settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,"Mo,Tu,We,Th,Fr,Sa,Su",18:00,09:00,True,120.0,55.0,Weather (short)
esse00,940ec978-94ae-4e9d-a2b4-845e29892fab,https://forms.gle/BGGJ8es2fz4uvmFc7,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://at6x6b7v54hmoki6dlyew72csq0ihxrn.lambda-url.ap-southeast-1.on.aws,https://raw.githubusercontent.com/buds-lab/calma-esse-heat-stress-public/main/ws_outdoor_comfort/240111_ws_outdoor_comfort.json,5LkKVBO1Zp2pbYBbnkQsb8njmf8sGB5zhMrYQmPd,https://43cb5nnwe3mejojyftbuaow4640nsrnd.lambda-url.ap-southeast-1.on.aws,3.0.1,7.0,app.cozie.ios,17d346bf-bfe5-4422-be96-2a8e4ae4cc3d,,"Mo,Tu,We,Th,Fr,Sa,Su",False,19:50,,,,,,,,,,,,,,,,,,,,,,16.7.2,-100.0,0.0,086215A7-F018-467E-9491-9153C73B7CF5,False,False,iPhone,0.0,0.0,0.0,False,,False,,0.0,,2024-01-18T00:56:07.484754Z,app_change_settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,"Mo,Tu,We,Th,Fr,Sa,Su",18:00,09:00,True,120.0,55.0,Weather (short)
